D:\Train\testSamplePos\pos1.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos10.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos100.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1000.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1001.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1002.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1003.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1004.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1005.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1006.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1007.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1008.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1009.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos101.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1010.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1011.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1012.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1013.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1014.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1015.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1016.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1017.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1018.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1019.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos102.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1020.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1021.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1022.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1023.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1024.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1025.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1026.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1027.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1028.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1029.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos103.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1030.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1031.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1032.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1033.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1034.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1035.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1036.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1037.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1038.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1039.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos104.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1040.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1041.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1042.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1043.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1044.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1045.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1046.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1047.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1048.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1049.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos105.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1050.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1051.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1052.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1053.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1054.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1055.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1056.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1057.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1058.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1059.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos106.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1060.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1061.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1062.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1063.jpg 1 0 0 64 64
D:\Train\testSamplePos\pos1064.jpg 1 0 0 64 64
